Stage,Date,OpenBugs
e,  2006-04-12,74
e,  2006-04-13,74
e,  2006-04-14,74
e,  2006-04-15,73
e,  2006-04-16,73
e,  2006-04-17,73
e,  2006-04-18,73
e,  2006-04-19,73
e,  2006-04-20,74
e,  2006-04-21,74
e,  2006-04-22,74
e,  2006-04-23,74
e,  2006-04-24,75
e,  2006-04-25,75
e,  2006-04-26,75
e,  2006-04-27,75
e,  2006-04-28,76
e,  2006-04-29,76
e,  2006-04-30,76
e,  2006-05-01,76
e,  2006-05-02,76
e,  2006-05-03,79
e,  2006-05-04,79
e,  2006-05-05,78
e,  2006-05-06,78
e,  2006-05-07,78
e,  2006-05-08,77
e,  2006-05-09,79
e,  2006-05-10,79
e,  2006-05-11,79
e,  2006-05-12,79
e,  2006-05-13,79
e,  2006-05-14,79
e,  2006-05-15,80
e,  2006-05-16,81
e,  2006-05-17,81
e,  2006-05-18,82
e,  2006-05-19,82
e,  2006-05-20,80
e,  2006-05-21,80
e,  2006-05-22,80
e,  2006-05-23,80
e,  2006-05-24,80
e,  2006-05-25,80
e,  2006-05-26,82
e,  2006-05-27,83
e,  2006-05-28,83
e,  2006-05-29,83
e,  2006-05-30,84
e,  2006-05-31,83
e,  2006-06-01,83
e,  2006-06-02,83
e,  2006-06-03,83
e,  2006-06-04,84
e,  2006-06-05,84
e,  2006-06-06,84
e,  2006-06-07,82
e,  2006-06-08,82
e,  2006-06-09,81
e,  2006-06-10,83
e,  2006-06-11,83
e,  2006-06-12,82
e,  2006-06-13,80
e,  2006-06-14,80
e,  2006-06-15,78
e,  2006-06-16,78
e,  2006-06-17,78
e,  2006-06-18,78
e,  2006-06-19,80
e,  2006-06-20,79
e,  2006-06-21,79
e,  2006-06-22,79
e,  2006-06-23,85
e,  2006-06-24,87
e,  2006-06-25,87
e,  2006-06-26,84
e,  2006-06-27,86
e,  2006-06-28,87
e,  2006-06-29,87
l,2008-10-20,0
l,  2008-10-21,0
l,  2008-10-22,0
l,  2008-10-23,0
l,  2008-10-24,0
l,  2008-10-25,0
l,  2008-10-26,0
l,  2008-10-27,0
l,  2008-10-28,0
l,  2008-10-29,1
l,  2008-10-30,1
l,  2008-10-31,1
l,  2008-11-01,1
l,  2008-11-02,1
l,  2008-11-03,1
l,  2008-11-04,1
l,  2008-11-05,1
l,  2008-11-06,1
l,  2008-11-07,1
l,  2008-11-08,1
l,  2008-11-09,1
l,  2008-11-10,1
l,  2008-11-11,1
l,  2008-11-12,1
l,  2008-11-13,1
l,  2008-11-14,-2
l,  2008-11-15,-2
l,  2008-11-16,-2
l,  2008-11-17,-2
l,  2008-11-18,-2
l,  2008-11-19,-2
l,  2008-11-20,-2
l,  2008-11-21,-2
l,  2008-11-22,-2
l,  2008-11-23,-2
l,  2008-11-24,-2
l,  2008-11-25,-2
l,  2008-11-26,-2
l,  2008-11-27,-2
l,  2008-11-28,-2
l,  2008-11-29,-2
l,  2008-11-30,-2
l,  2008-12-01,-2
l,  2008-12-02,-2
l,  2008-12-03,-2
l,  2008-12-04,-2
l,  2008-12-05,-2
l,  2008-12-06,-2
l,  2008-12-07,-2
l,  2008-12-08,-2
l,  2008-12-09,-2
l,  2008-12-10,-1
l,  2008-12-11,-1
l,  2008-12-12,0
l,  2008-12-13,0
l,  2008-12-14,0
l,  2008-12-15,0
l,  2008-12-16,0
l,  2008-12-17,0
l,  2008-12-18,0
l,  2008-12-19,0
l,  2008-12-20,0
l,  2008-12-21,0
l,  2008-12-22,0
l,  2008-12-23,0
l,  2008-12-24,0
l,  2008-12-25,0
l,  2008-12-26,0
l,  2008-12-27,0
l,  2008-12-28,0
l,  2008-12-29,0
l,  2008-12-30,0
l,  2008-12-31,-1
l,  2009-01-01,-1
l,  2009-01-02,-1
l,  2009-01-03,1
l,  2009-01-04,1
l,  2009-01-05,1
l,  2009-01-06,1
l,  2009-01-07,2
l,  2009-01-08,1
l,  2009-01-09,1
l,  2009-01-10,1
l,  2009-01-11,1
l,  2009-01-12,1
l,  2009-01-13,1
l,  2009-01-14,1
l,  2009-01-15,1
l,  2009-01-16,1
l,  2009-01-17,0
l,  2009-01-18,0
l,  2009-01-19,0
l,  2009-01-20,0
l,  2009-01-21,0
l,  2009-01-22,0
l,  2009-01-23,-1
l,  2009-01-24,-3
l,  2009-01-25,-3
l,  2009-01-26,-3
l,  2009-01-27,-3
l,  2009-01-28,-2
l,  2009-01-29,-2
l,  2009-01-30,-1
l,  2009-01-31,0
l,  2009-02-01,0
l,  2009-02-02,0
l,  2009-02-03,1
l,  2009-02-04,0
l,  2009-02-05,0
l,  2009-02-06,0
l,  2009-02-07,0
l,  2009-02-08,0
l,  2009-02-09,0
l,  2009-02-10,0
l,  2009-02-11,0
l,  2009-02-12,0
l,  2009-02-13,1
l,  2009-02-14,1
l,  2009-02-15,1
l,  2009-02-16,1
l,  2009-02-17,1
l,  2009-02-18,1
l,  2009-02-19,1
l,  2009-02-20,1
l,  2009-02-21,3
l,  2009-02-22,3
l,  2009-02-23,4
l,  2009-02-24,4
l,  2009-02-25,4
l,  2009-02-26,4
l,  2009-02-27,4
l,  2009-02-28,4
l,  2009-03-01,4
l,  2009-03-02,4
l,  2009-03-03,5
l,  2009-03-04,4
l,  2009-03-05,4
l,  2009-03-06,4
l,  2009-03-07,4
l,  2009-03-08,4
l,  2009-03-09,4
l,  2009-03-10,3
l,  2009-03-11,3
l,  2009-03-12,3
l,  2009-03-13,3
l,  2009-03-14,4
l,  2009-03-15,4
l,  2009-03-16,4
l,  2009-03-17,4
l,  2009-03-18,4
l,  2009-03-19,4
l,  2009-03-20,4
l,  2009-03-21,4
l,  2009-03-22,4
l,  2009-03-23,5
l,  2009-03-24,5
l,  2009-03-25,5
l,  2009-03-26,5
l,  2009-03-27,5
l,  2009-03-28,5
l,  2009-03-29,6
l,  2009-03-30,6
l,  2009-03-31,6
l,  2009-04-01,6
l,  2009-04-02,6
l,  2009-04-03,6
l,  2009-04-04,6
l,  2009-04-05,6
l,  2009-04-06,6
l,  2009-04-07,6
l,  2009-04-08,6
l,  2009-04-09,6
l,  2009-04-10,6
l,  2009-04-11,6
l,  2009-04-12,6
l,  2009-04-13,6
l,  2009-04-14,6
l,  2009-04-15,8
l,  2009-04-16,7
l,  2009-04-17,6
l,  2009-04-18,6
l,  2009-04-19,6
l,  2009-04-20,5
l,  2009-04-21,5
l,  2009-04-22,5
l,  2009-04-23,5
l,  2009-04-24,5
l,  2009-04-25,5
l,  2009-04-26,5
l,  2009-04-27,6
l,  2009-04-28,6
l,  2009-04-29,7
l,  2009-04-30,7
l,  2009-05-01,8
l,  2009-05-02,8
l,  2009-05-03,8
l,  2009-05-04,8
l,  2009-05-05,8
l,  2009-05-06,7
l,  2009-05-07,6
l,  2009-05-08,6
l,  2009-05-09,6
l,  2009-05-10,6
l,  2009-05-11,7
l,  2009-05-12,7
l,  2009-05-13,8
l,  2009-05-14,8
l,  2009-05-15,8
l,  2009-05-16,9
l,  2009-05-17,10
l,  2009-05-18,10
l,  2009-05-19,10
l,  2009-05-20,10
l,  2009-05-21,10
l,  2009-05-22,10
l,  2009-05-23,10
l,  2009-05-24,10
l,  2009-05-25,10
l,  2009-05-26,10
l,  2009-05-27,11
l,  2009-05-28,12
l,  2009-05-29,12
l,  2009-05-30,12
l,  2009-05-31,12
l,  2009-06-01,12
l,  2009-06-02,12
l,  2009-06-03,13
l,  2009-06-04,13
l,  2009-06-05,13
l,  2009-06-06,13
l,  2009-06-07,13
l,  2009-06-08,14
l,  2009-06-09,14
l,  2009-06-10,14
l,  2009-06-11,14
l,  2009-06-12,14
l,  2009-06-13,14
l,  2009-06-14,14
l,  2009-06-15,14
l,  2009-06-16,14
l,  2009-06-17,14
l,  2009-06-18,14
l,  2009-06-19,14
l,  2009-06-20,14
l,  2009-06-21,14
l,  2009-06-22,14
l,  2009-06-23,14
l,  2009-06-24,14
l,  2009-06-25,15
l,  2009-06-26,14
l,  2009-06-27,12
l,  2009-06-28,12
l,  2009-06-29,12
l,  2009-06-30,12
l,  2009-07-01,12
l,  2009-07-02,11
l,  2009-07-03,11
l,  2009-07-04,11
l,  2009-07-05,11
l,  2009-07-06,12
l,  2009-07-07,12
l,  2009-07-08,12
l,  2009-07-09,12
l,  2009-07-10,12
l,  2009-07-11,12
l,  2009-07-12,12
l,  2009-07-13,13
l,  2009-07-14,13
l,  2009-07-15,13
l,  2009-07-16,13
l,  2009-07-17,13
l,  2009-07-18,13
l,  2009-07-19,13
l,  2009-07-20,13
l,  2009-07-21,13
l,  2009-07-22,13
l,  2009-07-23,13
l,  2009-07-24,13
l,  2009-07-25,13
l,  2009-07-26,13
l,  2009-07-27,13
l,  2009-07-28,13
l,  2009-07-29,13
l,  2009-07-30,13
l,  2009-07-31,13
l,  2009-08-01,13
l,  2009-08-02,13
l,  2009-08-03,14
l,  2009-08-04,14
l,  2009-08-05,14
l,  2009-08-06,13
l,  2009-08-07,13
l,  2009-08-08,13
l,  2009-08-09,13
l,  2009-08-10,13
l,  2009-08-11,13
l,  2009-08-12,14
l,  2009-08-13,14
l,  2009-08-14,14
l,  2009-08-15,14
l,  2009-08-16,14
l,  2009-08-17,14
l,  2009-08-18,14
l,  2009-08-19,14
l,  2009-08-20,14
l,  2009-08-21,14
l,  2009-08-22,14
l,  2009-08-23,14
l,  2009-08-24,14
l,  2009-08-25,14
l,  2009-08-26,14
l,  2009-08-27,14
l,  2009-08-28,14
l,  2009-08-29,14
l,  2009-08-30,14
l,  2009-08-31,14
l,  2009-09-01,14
l,  2009-09-02,14
l,  2009-09-03,14
l,  2009-09-04,14
l,  2009-09-05,14
l,  2009-09-06,14
l,  2009-09-07,14
l,  2009-09-08,14
l,  2009-09-09,14
l,  2009-09-10,14
l,  2009-09-11,14
l,  2009-09-12,14
l,  2009-09-13,14
l,  2009-09-14,14
l,  2009-09-15,14
l,  2009-09-16,14
l,  2009-09-17,14
l,  2009-09-18,15
l,  2009-09-19,15
l,  2009-09-20,15
l,  2009-09-21,15
l,  2009-09-22,15
l,  2009-09-23,15
l,  2009-09-24,15
l,  2009-09-25,15
l,  2009-09-26,15
l,  2009-09-27,15
l,  2009-09-28,15
l,  2009-09-29,15
l,  2009-09-30,15
l,  2009-10-01,15
l,  2009-10-02,15
l,  2009-10-03,15
l,  2009-10-04,15
l,  2009-10-05,15
l,  2009-10-06,15
l,  2009-10-07,16
l,  2009-10-08,16
l,  2009-10-09,16
